season,country,page_name,value
2018-2019,germany,Ebola-Impfstoff,-0.4990788335214204
2018-2019,germany,Sicca-Syndrom,-0.5109090261164022
2018-2019,germany,Isomorpher_Reizeffekt,-0.5455900381804107
2018-2019,germany,Cytomegalievirusimpfstoff,-0.5595773937322993
2018-2019,germany,Acetaldehydsyndrom,-0.626989844036564
2018-2019,germany,Typhusimpfstoff,-0.6849085656499946
2018-2019,germany,Neugeborenensepsis,-0.8204328603014535
2018-2019,germany,Cholangitis,-0.8606674267768102
2018-2019,germany,Marschhämoglobinurie,-1.085441335545107
2018-2019,germany,Kontaktblutung,-1.0906880502050953
2018-2019,germany,B-Symptomatik,-2.1115378573775287
